"[[2, 1, 2], [2, 0, 1], [1, 2, 1]]","[[0, 0, 0], [0, 0.020000000000000004, 0], [0, 0, 0]]"
"[[2, 1, 2], [2, 1, 1], [1, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 0, 0], [0, 0, 2]]","[[0.6193734952753575, 0.5484388789290625, 0.6279299240796674], [0.5802650870321796, 0.7352341838119174, 0.14095945628514667], [0.5199777513227098, 0.4522356072852679, 0]]"
"[[0, 0, 0], [2, 0, 0], [0, 1, 2]]","[[0.16718490107025374, 0, 0.0], [0, 0.7889826373219104, 0], [0, 0, 0]]"
"[[0, 2, 1], [2, 0, 0], [0, 1, 2]]","[[0.018, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 1], [2, 0, 0], [2, 1, 2]]","[[0, 0, 0], [0, 0.09999999999999998, 0.05904], [0, 0, 0]]"
"[[1, 2, 1], [2, 1, 2], [2, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 0, 1], [0, 0, 2]]","[[0.21719675267305427, 0, 0], [0, 0, 0], [0.0, 0.016138787178329197, 0]]"
"[[0, 2, 0], [2, 0, 1], [1, 0, 2]]","[[0, 0, 0], [0, 0.0, 0], [0, 0, 0]]"
"[[0, 2, 2], [2, 1, 1], [1, 0, 2]]","[[0.09999999999999998, 0, 0], [0, 0, 0], [0, -0.981985601490518, 0]]"
"[[2, 2, 2], [2, 1, 1], [1, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 2, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0.35326553738358063, 0.0, 0], [0, 0.0, 0.0]]"
"[[2, 2, 1], [0, 2, 0], [0, 0, 1]]","[[0, 0, 0], [-0.10744750080005681, 0, 0.9999999999999998], [0.4807898291695318, 0.6640641279154128, 0]]"
"[[2, 2, 1], [0, 2, 1], [0, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 2], [1, 0, 0], [0, 0, 0]]","[[0, 0.3753314096468425, 0], [0, 0, 0], [-0.36000000000000004, 0.024335999999999997, 0]]"
"[[2, 2, 2], [1, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 2, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0.8142192861382295], [0, 0, 0], [0, 0.0, 0.0]]"
"[[2, 2, 0], [0, 0, 1], [0, 1, 2]]","[[0, 0, 0], [-0.2, 0, 0], [0, 0, 0]]"
"[[2, 2, 2], [1, 0, 1], [0, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [0, 0, 0], [0, 2, 0]]","[[0, 0.8073130671210179, 0.32399999999999995], [0.40369267851031926, 0.14758028273075868, 0.0], [0.17977717079292865, 0, 0.17999999999999997]]"
"[[1, 2, 0], [0, 1, 0], [0, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.9999999999990381]]"
"[[1, 2, 0], [0, 1, 0], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [2, 0, 0], [0, 0, 0]]","[[0.6763911032542239, 0.4772993508556688, 0.6830555669808971], [0, 0.7532790890054484, 0.1640028915602578], [0.5333155438025659, 0.5506091929518455, 0.6873460324175302]]"
"[[0, 0, 0], [2, 0, 1], [2, 0, 0]]","[[0.6918416033251221, 0.0, 0.0], [0, -0.06130547144033863, 0], [0, 0.05015462399174995, 0.0]]"
"[[0, 2, 0], [2, 0, 1], [2, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0.0, 0]]"
"[[0, 2, 0], [2, 2, 1], [2, 1, 1]]","[[0, 0, 0.9907766279631451], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [2, 2, 1], [2, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 2], [0, 0, 0], [0, 0, 1]]","[[0.7777692350767887, 0.0, 0], [0.0, 0.036000000000000004, 0.0], [0.0, 0, 0]]"
"[[0, 1, 2], [0, 2, 0], [0, 0, 1]]","[[0, 0, 0], [-0.16, 0, 0], [0, 0, 0]]"
"[[0, 1, 2], [1, 2, 0], [2, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 2], [0, 0, 0], [2, 0, 0]]","[[0, 0.14125065325860028, 0], [0.1939662697201534, 0.3640268212482806, -0.29828103966188924], [0, 0.2715861902145052, 0.8548297868568249]]"
"[[1, 0, 2], [0, 1, 0], [2, 2, 0]]","[[0, 0.5620040110022269, 0], [0.5499470844574424, 0, 0.19422173132399423], [0, 0, 0.9999999999999998]]"
"[[1, 1, 2], [2, 1, 0], [2, 2, 0]]","[[0, 0, 0], [0, 0, -0.9992077183748573], [0, 0, 0.9999999999999998]]"
"[[1, 1, 2], [2, 1, 0], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 0, 0], [1, 2, 0]]","[[0.17914997403308347, 0.0, 0.8381440751927391], [0.0, 0.009331200000000001, 0.0], [0, 0, 0.0]]"
"[[2, 0, 0], [1, 0, 0], [1, 2, 0]]","[[0, 0.0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 0], [1, 0, 2], [1, 2, 0]]","[[0, 0, 0.0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 1], [1, 2, 2], [1, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.09999999999999998]]"
"[[2, 1, 1], [1, 2, 2], [1, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 0], [2, 0, 1], [0, 0, 0]]","[[0, -0.36000000000000004, -0.2], [0, -0.2, 0], [0.393987413572946, 0, 0]]"
"[[2, 1, 0], [2, 0, 1], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 2], [1, 0, 0], [0, 2, 0]]","[[0, 0, 0], [0, 0.535273644056865, 0], [0, 0, 0]]"
"[[2, 1, 2], [1, 1, 0], [0, 2, 2]]","[[0, 0, 0], [0, 0, 0.9999999999999998], [-0.9969776854509634, 0, 0]]"
"[[2, 1, 2], [1, 1, 1], [0, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 0, 1], [0, 0, 2]]","[[0.4837392321749669, 0.14584584620016958, 0.0796055219889138], [0, 0.17999932654004552, 0], [0.0, 0.042572379911923496, 0]]"
"[[1, 0, 0], [0, 0, 1], [2, 0, 2]]","[[0, -0.36000000000000004, -0.15182989608752526], [-0.17220282097445366, -0.12961438429798047, 0], [0, 0.6758212612300244, 0]]"
"[[1, 1, 0], [2, 0, 1], [2, 0, 2]]","[[0, 0, 0.488], [0, -0.2, 0], [0, 0, 0]]"
"[[1, 1, 0], [2, 1, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 2, 0], [0, 0, 0]]","[[0.551962555968326, 0.3347658374148311, 0.3925472088338822], [0.3131400996007031, 0, 0.24254457998875956], [0.4040278082782194, 0.3431310920507543, 0.3820398896837647]]"
"[[1, 0, 0], [0, 2, 0], [0, 0, 2]]","[[0, 0.4202944759005348, 0.841933444691498], [0.38268604282565827, 0, 0.05278283163013333], [0.3976041621034227, 0.2772032725562319, 0]]"
"[[1, 0, 0], [1, 2, 0], [0, 2, 2]]","[[0, 0.04754299393030062, 0.03279999999999994], [0, 0, -0.865782272], [0.9999999999999998, 0, 0]]"
"[[1, 0, 0], [1, 2, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 0, 2], [0, 0, 0]]","[[0.6953245924259399, 0.5475011575706361, 0.57451565422745], [0.5435331977822014, 0.7561028715369353, 0], [0.6990657605822674, 0.42925510528987076, 0.4618558724011437]]"
"[[0, 0, 0], [2, 0, 2], [0, 0, 1]]","[[-0.2, -0.16953134018959773, -0.16], [0, 0.8281053173974988, 0], [0, 0, 0]]"
"[[0, 0, 1], [2, 0, 2], [0, 2, 1]]","[[-0.2, 0.0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [2, 0, 2], [2, 2, 1]]","[[0, 0.9999999886921789, 0], [0, 0.2, 0], [0, 0, 0]]"
"[[1, 1, 1], [2, 0, 2], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 2], [1, 2, 0], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0.0], [0, 0, 0]]"
"[[2, 1, 2], [1, 2, 1], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0.09718525023289344, 0, 0]]"
"[[2, 1, 2], [1, 2, 1], [1, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 2, 0], [0, 0, 1]]","[[0.7213927168838857, 0.0, 0.04514608125389728], [0.0, 0, 0.0], [0, 0.0, 0]]"
"[[2, 0, 0], [1, 2, 0], [0, 0, 1]]","[[0, 0.0, 0], [0, 0, 0], [0, 0.0, 0]]"
"[[2, 0, 0], [1, 2, 2], [0, 1, 1]]","[[0, 0.0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 2], [1, 2, 2], [0, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0.2, 0, 0]]"
"[[2, 1, 2], [1, 2, 2], [1, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0.6642242638817304], [0.28351671613309637, 0.2770118058858501, 0.2192374516383219], [0.45543793100787705, 0.10159464803607365, 0.29159973594593935]]"
"[[1, 2, 0], [2, 0, 0], [0, 1, 0]]","[[0, 0, 0.5428947383247965], [0, 0, 0], [0.0, 0, 0.0]]"
"[[1, 2, 1], [2, 0, 0], [2, 1, 0]]","[[0, 0, 0], [0, 0.31122480386870427, 0.0], [0, 0, 0.8999999999999996]]"
"[[1, 2, 1], [2, 2, 1], [2, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.9999999999999998]]"
"[[1, 2, 1], [2, 2, 1], [2, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 2], [0, 1, 0], [0, 0, 1]]","[[0, 0, 0], [-0.2, 0, 0], [0, 0, 0]]"
"[[2, 2, 2], [1, 1, 0], [0, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [2, 2, 1], [0, 0, 0]]","[[0.45181319109834417, 0, 0], [0, 0, 0], [0.0, 0.04627820093040231, 0.1799999810437875]]"
"[[2, 0, 2], [2, 2, 1], [1, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [2, 0, 0], [0, 0, 0]]","[[0.5168178311803822, 0, 0], [0, 0.24982141361614132, 0.0], [0, 0.15674850264606321, 0.170104395350016]]"
"[[0, 2, 1], [2, 2, 0], [0, 0, 1]]","[[-0.10318592, 0, 0], [0, 0, 0.9969776854509634], [0, -0.2, 0]]"
"[[0, 2, 1], [2, 2, 2], [0, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [1, 0, 0], [0, 2, 0]]","[[-0.07077781292335078, 0, -0.17898530816], [0, 0.8409501285420593, 0.0], [0.0, 0, 0.0]]"
"[[0, 2, 2], [1, 0, 0], [1, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.0]]"
"[[0, 2, 2], [1, 0, 2], [1, 2, 1]]","[[0, 0, 0], [0, -0.2, 0], [0, 0, 0]]"
"[[2, 2, 2], [1, 1, 2], [1, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [0, 2, 2], [0, 0, 0]]","[[-0.12264150581248001, 0, 0.019998684648526416], [0.21531724203296476, 0, 0], [-0.2, -0.36000000000000004, 0]]"
"[[0, 1, 0], [2, 2, 2], [0, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [2, 0, 0], [0, 1, 0]]","[[0.6087137803986552, 0.0, 0.16199810625913338], [0, 0.026964182016000007, 0.0], [0.0, 0, 0]]"
"[[0, 1, 0], [2, 2, 0], [0, 1, 0]]","[[-0.2, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [2, 2, 2], [0, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [2, 0, 0], [1, 0, 0]]","[[0.3887930281611502, 0.0, 0.809973598683432], [0, 0.0, 0.0], [0, 0, 0.006572426987520002]]"
"[[0, 2, 0], [2, 1, 0], [1, 0, 0]]","[[0, 0, 0], [0, 0, 0.0], [0, 0, 0]]"
"[[0, 2, 0], [2, 1, 1], [1, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0.0, 0]]"
"[[0, 2, 2], [2, 1, 1], [1, 1, 2]]","[[0.036000000000000004, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [2, 1, 1], [1, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [1, 0, 2], [0, 0, 0]]","[[0.7903191540559232, 0.0, 0], [0, 0.0, 0], [0.0, 0, 0.0]]"
"[[2, 0, 0], [1, 0, 2], [1, 0, 0]]","[[0, 0.0158112, 0.0], [0, 0, 0], [0, 0, 0]]"
"[[2, 2, 1], [1, 0, 2], [1, 0, 0]]","[[0, 0, 0], [0, 0.9999999326001333, 0], [0, 0.0, 0]]"
"[[2, 2, 1], [1, 0, 2], [1, 1, 2]]","[[0, 0, 0], [0, 0.488, 0], [0, 0, 0]]"
"[[2, 2, 1], [1, 1, 2], [1, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [2, 0, 1], [0, 2, 0]]","[[0, 0.7018082966375819, 0], [0, 0.05279735075528885, 0], [0.006480000000000001, 0, 0.0]]"
"[[1, 0, 0], [2, 0, 1], [2, 2, 1]]","[[0, 0.0, 0], [0, 0.9999564438570341, 0], [0, 0, 0]]"
"[[1, 1, 0], [2, 2, 1], [2, 2, 1]]","[[0, 0, 0.9990096479685716], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [2, 2, 1], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [0, 0, 2], [0, 0, 2]]","[[0, 0.09570616952832572, 0.8664007582906003], [0.062140974770530905, 0.013296569977356749, 0], [0.6052645032176405, -0.15710227683557876, 0]]"
"[[1, 0, 0], [0, 2, 2], [0, 1, 2]]","[[0, -0.488, 0.29657264086726987], [-0.5173105214067102, 0, 0], [-0.5412232764066339, 0, 0]]"
"[[1, 1, 0], [0, 2, 2], [2, 1, 2]]","[[0, 0, 0.9980657186886166], [-0.36000000000000004, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [0, 2, 2], [2, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [0, 2, 0], [0, 0, 0]]","[[0.892712048295608, 0, 0.16199999999999992], [0.0, 0, 0], [0.0, 0.00028460160000000004, 0.07922810767208173]]"
"[[0, 1, 1], [0, 2, 0], [0, 2, 0]]","[[0.9999999999999998, 0, 0], [0.851300547550367, 0, 0.8999999999999996], [0.8084552078759479, 0, 0.8999999999268642]]"
"[[0, 1, 1], [2, 2, 0], [0, 2, 1]]","[[0.36000000000000004, 0, 0], [0, 0, 0.9999999999999998], [0, 0, 0]]"
"[[0, 1, 1], [2, 2, 1], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 0, 0], [1, 1, 2]]","[[0.06512970239999999, 0, 0.0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [0, 2, 0], [1, 1, 2]]","[[0.3160193244936841, 0, 0], [-0.2, 0, 0.0], [0, 0, 0]]"
"[[0, 2, 1], [2, 2, 1], [1, 1, 2]]","[[0.09999999999999998, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 1], [2, 2, 1], [1, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [0, 2, 0], [2, 1, 0]]","[[-0.2, 0, 0.40145126394270836], [0.0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [1, 2, 0], [2, 1, 2]]","[[0.0, 0, 0], [0, 0, -0.2], [0, 0, 0]]"
"[[1, 1, 0], [1, 2, 2], [2, 1, 2]]","[[0, 0, 0.9855884811924144], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [1, 2, 2], [2, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 0, 0], [1, 2, 2]]","[[0.8574103094542098, 0, 0], [0.0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [1, 0, 0], [1, 2, 2]]","[[0.9987620599607145, 0, 0.0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [1, 0, 2], [1, 2, 2]]","[[0.9969776854509634, 0, 0], [0, 0.2, 0], [0, 0, 0]]"
"[[0, 2, 1], [1, 1, 2], [1, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 0, 0], [0, 0, 0]]","[[0.5463222810382333, 0, 0.4013854550550905], [0.6047031309508857, 0.7828223780917483, 0.4617133742253518], [0.5668470238137644, 0.40116727145223574, 0.6469057226939933]]"
"[[0, 2, 0], [1, 0, 2], [0, 0, 0]]","[[0.7105533879053153, 0, 0.0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [1, 0, 2], [0, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0.8968545515443274, 0, 0]]"
"[[1, 2, 1], [1, 0, 2], [1, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [0, 0, 0], [2, 2, 0]]","[[0, 0.9999999999999998, 0], [0.2617394272886894, 0.36894257166095057, 0.7558556456637667], [0, 0, 0.8999999999999996]]"
"[[1, 0, 1], [0, 2, 0], [2, 2, 1]]","[[0, 0.9999999999999998, 0], [-0.2, 0, 0.67232], [0, 0, 0]]"
"[[1, 1, 1], [0, 2, 0], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 2, 0], [1, 0, 0]]","[[0.7341503726509826, 0.0323999996336266, 0.1326531594993382], [0.0, 0, 0], [0, 0.0, 0.0]]"
"[[0, 0, 2], [1, 2, 0], [1, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.0]]"
"[[0, 0, 2], [1, 2, 2], [1, 0, 1]]","[[0.2, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 2, 1], [0, 0, 0]]","[[-0.17478153658302464, 0, -0.11294615465674927], [-0.16, 0, 0], [-0.2, 0.09476532888099144, -0.12288773400845734]]"
"[[0, 2, 1], [0, 2, 1], [0, 0, 2]]","[[-0.47167683311466146, 0, 0], [-0.36000000000000004, 0, 0], [-0.44192, -0.10577576332876551, 0]]"
"[[2, 2, 1], [0, 2, 1], [1, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 1, 0], [0, 0, 2]]","[[0.5061028622333541, 0, 0.44257529873674395], [0.7126612293669883, 0, 0.7834252140413486], [0.5470510907636845, 0.46365011113217214, 0]]"
"[[0, 2, 0], [1, 1, 0], [2, 0, 2]]","[[-0.0325309168381264, 0, -0.04274232876575232], [0, 0, 0.9999999999999998], [0, 0.5547191968257961, 0]]"
"[[0, 2, 1], [1, 1, 2], [2, 0, 2]]","[[-0.9992077183748573, 0, 0], [0, 0, 0], [0, 0.09999999999999998, 0]]"
"[[1, 2, 1], [1, 1, 2], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
