"[[0, 2, 0], [0, 2, 1], [0, 1, 2]]","[[0.08995435641193475, 0, -0.2], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [0, 2, 1], [0, 1, 2]]","[[0, 0, 0], [-0.36000000000000004, 0, 0], [0.09999999999999998, 0, 0]]"
"[[0, 0, 1], [2, 0, 0], [1, 0, 2]]","[[0.6104719291703965, 0.036000000000000004, 0], [0, 0.9999999999999998, 0.0012648960000000002], [0, 0.03440891822550473, 0]]"
"[[1, 0, 2], [0, 1, 0], [0, 2, 0]]","[[0, 0.5143158062154314, 0], [0, 0, 0.0], [0, 0, 0]]"
"[[1, 2, 2], [0, 1, 1], [0, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0.036000000000000004, 0, 0.999999999995413]]"
"[[1, 2, 2], [0, 1, 1], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [0, 0, 1], [2, 0, 2]]","[[-0.2, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 2], [0, 1, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [2, 0, 1], [1, 2, 2]]","[[0, 0.3244001273242173, 0], [0, 0.0, 0], [0, 0, 0]]"
"[[1, 2, 0], [0, 0, 1], [2, 0, 0]]","[[0, 0, 0.5541900211241244], [0.0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [1, 0, 1], [2, 0, 0]]","[[0, 0, 0], [0, 0.9999885820184583, 0], [0, 0, 0]]"
"[[1, 2, 2], [1, 1, 1], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 1], [2, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, -0.2, -0.18402392610392412], [0.6826696642721107, -0.2, 0.32399999999999995]]"
"[[2, 1, 1], [2, 1, 0], [0, 2, 0]]","[[0, 0, 0], [0, 0, 0.14881407999999996], [0.9999999999998967, 0, 0]]"
"[[2, 1, 1], [2, 1, 1], [0, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0.9999999999999998, 0, 0]]"
"[[1, 2, 0], [0, 0, 2], [2, 1, 0]]","[[0, 0, 0.08999999977800154], [0.017999999503074265, 0, 0], [0, 0, 0]]"
"[[1, 2, 1], [2, 0, 2], [2, 1, 0]]","[[0, 0, 0], [0, 0.0999999999378346, 0], [0, 0, 0]]"
"[[2, 2, 0], [1, 0, 1], [0, 0, 0]]","[[0, 0, 0.17999999999999997], [0, 0, 0], [0.0, 0, 0]]"
"[[2, 2, 0], [1, 0, 1], [1, 0, 2]]","[[0, 0, -0.2], [0, 0, 0], [0, 0, 0]]"
"[[2, 2, 1], [1, 2, 1], [1, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 0], [0, 0, 0], [2, 0, 1]]","[[0, -0.13996885636262468, -0.1701552560542578], [0.3522519808422858, 0.0, 0], [0, 0.0, 0]]"
"[[2, 0, 0], [0, 2, 0], [2, 1, 1]]","[[0, -0.5904, -0.5031654072580858], [-0.5096560498372926, 0, -0.5904], [0, 0, 0]]"
"[[2, 0, 1], [0, 0, 2], [1, 0, 0]]","[[0, 0.6237142571295577, 0], [0.09482314005543566, 0.2, 0], [0, 0, 0.0]]"
"[[2, 1, 1], [0, 2, 2], [1, 0, 0]]","[[0, 0, 0], [-0.7285034244774005, 0, 0], [0, -0.8926258176, -0.8572311228300156]]"
"[[2, 1, 0], [0, 2, 1], [0, 0, 0]]","[[0, 0, -0.2], [-0.19585280000000002, 0, 0], [-0.2, -0.2, 0.5474052367899749]]"
"[[2, 1, 1], [0, 2, 1], [0, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 0], [1, 0, 2], [2, 1, 2]]","[[0, 0, -0.2], [0, 0.9999999999999998, 0], [0, 0, 0]]"
"[[2, 1, 0], [1, 1, 2], [2, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 1, 0], [2, 0, 0]]","[[0.6476653603410079, 0, 0.5330944794400088], [0.8559864533817504, 0, 0.682770144077787], [0, 0.431270584902593, 0.35949062614553273]]"
"[[1, 2, 2], [0, 1, 0], [2, 0, 0]]","[[0, 0, 0], [0.8999999999999996, 0, 0.8997301491159942], [0, 0.4236345758089208, 0.9999999999999998]]"
"[[1, 2, 2], [0, 1, 1], [2, 2, 0]]","[[0, 0, 0], [0.9999999999999998, 0, 0], [0, 0, 0.8926258176]]"
"[[1, 2, 1], [0, 2, 1], [0, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [0, 0, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 2], [1, 2, 2], [0, 0, 0]]","[[-0.49336131665920013, 0, 0], [0, 0, 0], [0.17434875866228272, -0.5904, -0.5667854386386614]]"
"[[1, 1, 2], [1, 2, 2], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [0, 0, 0], [2, 2, 0]]","[[-0.15747268727462074, 0, -0.053603840000000014], [-0.2, -0.18131011110155415, -0.19373182238720002], [0, 0, 0.7445996020692831]]"
"[[0, 1, 0], [0, 1, 2], [2, 2, 0]]","[[0.16472676591751978, 0, -0.4649940304417687], [-0.283000299989318, 0, 0], [0, 0, 0.6644118243329441]]"
"[[1, 1, 2], [0, 1, 2], [2, 2, 0]]","[[0, 0, 0], [-0.5904, 0, 0], [0, 0, 0.9999999999999998]]"
"[[1, 0, 0], [2, 0, 2], [0, 0, 0]]","[[0, 0.6815333439110773, 0.6982293545504595], [0, 0.8708812490616125, 0], [0.15462483228413976, 0.05244482021169352, 0.46336193689588534]]"
"[[1, 1, 0], [2, 0, 2], [0, 0, 2]]","[[0, 0, 0.9999999999999998], [0, 0.6168834277180213, 0], [0.3367999999999767, 0.5312459114459794, 0]]"
"[[1, 1, 0], [2, 0, 2], [1, 2, 2]]","[[0, 0, 0.9999999999999998], [0, -0.67232, 0], [0, 0, 0]]"
"[[1, 0, 1], [0, 2, 2], [2, 1, 0]]","[[0, 0.9999999999999998, 0], [0.003600000000000001, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [2, 0, 0], [1, 2, 2]]","[[0, 0.9999999999999998, 0], [0, 0, 0.32399999999999995], [0, 0, 0]]"
"[[1, 1, 1], [2, 0, 0], [1, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [2, 0, 0], [2, 0, 0]]","[[0.8911739087251432, 0, 0], [0, 0.32399999999999995, 0.0], [0, 0.0, 0.0016866464275558657]]"
"[[1, 1, 0], [2, 2, 0], [2, 0, 0]]","[[0, 0, 0.9999999999999998], [0, 0, -0.016657920000000048], [0, -0.67232, -0.2923200000000001]]"
"[[1, 1, 0], [2, 2, 0], [2, 2, 1]]","[[0, 0, 0.9999999999999998], [0, 0, -0.9450244186112], [0, 0, 0]]"
"[[1, 1, 1], [2, 2, 0], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 0], [2, 2, 0], [2, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [2, 0, 0], [2, 0, 2]]","[[0, 0, 0.9999999999999998], [0, 0.4449928058347906, -0.13716285554688004], [0, 0.7792040440607272, 0]]"
"[[1, 1, 1], [2, 0, 0], [2, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [2, 2, 0], [0, 2, 1]]","[[0, 0.3874210352125266, -0.6133376039754059], [0, 0, -0.5404837546313219], [-0.56992, 0, 0]]"
"[[1, 1, 2], [2, 2, 0], [0, 2, 1]]","[[0, 0, 0], [0, 0, -0.9999999999999988], [-0.9999999999999984, 0, 0]]"
"[[1, 1, 2], [2, 2, 1], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 2, 1], [2, 0, 1], [0, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [0, 2, 2], [2, 0, 1]]","[[0, -0.63984887808, -0.09159155280661929], [-0.618514886940852, 0, 0], [0, -0.655903232, 0]]"
"[[1, 1, 2], [0, 2, 2], [2, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 1], [2, 2, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, -0.2], [-0.2, -0.2, -0.3184090143252092]]"
"[[2, 1, 1], [2, 2, 0], [1, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [2, 0, 0], [2, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [2, 0, 1], [1, 2, 0]]","[[-0.2, 0, 0], [0, 0.67232, 0], [0, 0, 0]]"
"[[1, 2, 1], [2, 0, 1], [1, 2, 2]]","[[0, 0, 0], [0, 0.9999999999999998, 0], [0, 0, 0]]"
"[[1, 1, 1], [0, 0, 2], [0, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 1], [0, 0, 0], [2, 0, 0]]","[[0, 0, 0], [0.20782785635016604, -0.1053412829029334, 0.0], [0, 0.09204932031336838, -0.10293448114312986]]"
"[[2, 2, 1], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0.47594623458207486, 0.10648797741591016, 0], [0, 0, 0]]"
"[[2, 2, 1], [1, 0, 0], [0, 1, 2]]","[[0, 0, 0], [0, 0.8999999999997012, 0], [0, 0, 0]]"
"[[2, 2, 1], [1, 1, 2], [0, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0.9999999999999998, 0, 0]]"
"[[1, 0, 0], [0, 1, 2], [2, 0, 0]]","[[0, 0.8998576606852392, 0.0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [2, 1, 2], [2, 0, 0]]","[[0, 0.9999999999999998, 0], [0, 0, 0], [0, 0.6333273945807507, 0.5904]]"
"[[1, 1, 1], [2, 1, 2], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [0, 1, 0], [0, 2, 0]]","[[0.8403985286368506, 0, 0.848537387738409], [0.8389745431519655, 0, 0.8470052189794757], [0.8549854485748364, 0, 0.8524100254592891]]"
"[[1, 2, 0], [1, 1, 2], [2, 2, 0]]","[[0, 0, -0.95601953488896], [0, 0, 0], [0, 0, 0.9999999999999998]]"
"[[1, 2, 0], [1, 1, 2], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [0, 0, 2], [1, 2, 0]]","[[0, 0, 0], [0.999999999982502, 0.08784, 0], [0, 0, 0]]"
"[[1, 0, 0], [1, 0, 2], [1, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 1], [2, 2, 1], [0, 0, 0]]","[[0.8999999999999996, 0.8999999972647129, 0], [0, 0, 0], [0.7810397925873463, 0.5832802702336056, 0.9999999999999998]]"
"[[1, 0, 2], [1, 0, 2], [0, 0, 0]]","[[0, 0.15456898421837562, 0], [0, 0, 0], [0.9999999999999998, 0, 0.1799979447633225]]"
"[[1, 1, 2], [1, 0, 2], [0, 2, 0]]","[[0, 0, 0], [0, -0.2, 0], [0, 0, 0.8999972604018291]]"
"[[1, 0, 0], [0, 2, 1], [0, 2, 0]]","[[0, 0.8443450215804722, 0], [0.0, 0, 0], [0, 0, 0]]"
"[[1, 1, 2], [0, 2, 1], [0, 2, 0]]","[[0, 0, 0], [0.010104395350016004, 0, 0], [0.3393912915428894, 0, 0]]"
"[[1, 0, 1], [2, 2, 2], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [0, 2, 2], [2, 0, 0]]","[[0, 0.9999999999999998, 0], [0.3880690745468467, 0, 0], [0, 0.29463199741382007, 0.25861177765118576]]"
"[[1, 1, 1], [0, 2, 2], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [0, 2, 0], [2, 2, 0]]","[[0, 0, 0.9999999999999998], [-0.31287429024068003, 0, -0.08064348079053227], [0, 0, 0.2510374377093021]]"
"[[1, 1, 0], [0, 2, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 0], [0, 2, 1], [1, 0, 0]]","[[0, 0.0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 0], [0, 2, 1], [1, 2, 0]]","[[0, 0, 0.3470399999999999], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 2], [0, 1, 0], [2, 0, 1]]","[[0, -0.2191933120682707, 0], [-0.4840757868214192, 0, -0.60636719104], [0, -0.5168730053505011, 0]]"
"[[2, 1, 2], [0, 1, 2], [2, 0, 1]]","[[0, 0, 0], [0.09999999999999998, 0, 0], [0, 0.9999999999999998, 0]]"
"[[1, 2, 2], [2, 1, 0], [0, 1, 2]]","[[0, 0, 0], [0, 0, 0.09999999999999998], [-0.9993661746998859, 0, 0]]"
"[[0, 0, 2], [0, 0, 2], [0, 1, 1]]","[[0.0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 2], [0, 0, 2], [2, 1, 1]]","[[0, 0, 0], [0, 0.9999987740035673, 0], [0, 0, 0]]"
"[[1, 0, 2], [0, 1, 2], [2, 1, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 0], [1, 2, 2], [2, 0, 0]]","[[0, -0.14279718777126096, 0.7500038485699633], [0, 0, 0], [0, -0.3911045613687786, -0.6044208152689997]]"
"[[1, 0, 0], [1, 2, 2], [2, 1, 2]]","[[0, 0, 0.09999999999999998], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 2], [0, 2, 0], [0, 0, 0]]","[[0, -0.0766801556725704, 0], [-0.02262715061513551, 0, 0.020752420871524447], [0.7107449143036376, 0.04892033848336086, 0.15481788579810585]]"
"[[1, 1, 2], [1, 2, 0], [0, 2, 2]]","[[0, 0, 0], [0, 0, -0.2], [0.9999999858652235, 0, 0]]"
"[[1, 1, 2], [1, 2, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [2, 0, 0], [2, 1, 2]]","[[0, 0.9999999999999998, 0], [0, 0, 0.2771999922352085], [0, 0, 0]]"
"[[1, 2, 1], [2, 0, 1], [2, 1, 2]]","[[0, 0, 0], [0, 0.09999999999999998, 0], [0, 0, 0]]"
"[[0, 2, 2], [1, 0, 2], [0, 0, 1]]","[[0.8999607994713305, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [1, 2, 2], [0, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0.9999999999999998, -0.9907766279631451, 0]]"
"[[1, 2, 2], [1, 2, 2], [1, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 0], [1, 0, 0], [2, 0, 0]]","[[0.26427869723223946, 0, 0], [0, 0, 0], [0, 0.0, 0.0]]"
"[[1, 2, 2], [1, 0, 0], [2, 0, 0]]","[[0, 0, 0], [0, 0.8999999999999996, 0.43324225410638884], [0, -0.26234880000000005, 0.3275492307599185]]"
"[[1, 2, 2], [1, 1, 0], [2, 0, 2]]","[[0, 0, 0], [0, 0, 0.9999999999999998], [0, -0.931280523264, 0]]"
"[[1, 2, 2], [1, 1, 0], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 2], [1, 2, 2], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0.9999999999999998, 0, 0]]"
"[[2, 1, 1], [2, 0, 0], [2, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 1], [0, 1, 2], [0, 2, 0]]","[[0.8999999999999996, 0.4230580732656012, 0], [0.31233598293910436, 0, 0], [0.36000000000000004, 0, 0.17999996297614748]]"
"[[0, 0, 1], [1, 1, 2], [1, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 2], [1, 0, 2], [1, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 1], [2, 0, 0], [0, 2, 0]]","[[0.8677983076189902, 0.17999999999999997, 0], [0, 0.5935679999999999, 0.16199999999999992], [0.16199975173572234, 0, 0.0]]"
"[[0, 0, 1], [2, 0, 1], [2, 2, 0]]","[[-0.2, -0.2, 0], [0, -0.2, 0], [0, 0, 0]]"
"[[1, 0, 1], [2, 0, 1], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [1, 1, 2], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, -0.9952776335171303, 0.9999999999999998]]"
"[[1, 0, 1], [0, 0, 2], [2, 0, 2]]","[[0, 0.9999999999999998, 0], [0.4754293473408989, -0.14233468773906738, 0], [0, 0.5773566508429663, 0]]"
"[[1, 0, 1], [2, 0, 0], [2, 2, 0]]","[[0, 0.9999999999999998, 0], [0, 0.25963386339196415, 0.2043266722851926], [0, 0, 0.866600057267413]]"
"[[1, 0, 1], [2, 1, 0], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [1, 0, 0], [2, 0, 1]]","[[0, 0, 0], [0, 0.9999776992548014, 0], [0, 0.17833979303336614, 0]]"
"[[1, 2, 2], [1, 1, 0], [2, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [0, 2, 0], [0, 2, 2]]","[[0, 0, 0.9999999999999998], [0.7074468459011379, 0, -0.2956962066360493], [0.8999228682573154, 0, 0]]"
"[[1, 1, 2], [0, 2, 0], [1, 2, 2]]","[[0, 0, 0], [0.9999999999999998, 0, 0.09999455548212927], [0, 0, 0]]"
"[[1, 1, 2], [1, 2, 0], [1, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [0, 2, 0], [2, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 2], [0, 0, 2], [0, 0, 0]]","[[0, 0, 0], [0.0491346757271751, 0.11052471295999242, 0], [-0.15840000000000007, -0.07499898879999997, 0.6927776976765321]]"
"[[1, 1, 2], [1, 2, 2], [2, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 0], [1, 2, 0], [2, 1, 2]]","[[0, 0, 0.09999999999999998], [0, 0, -0.9450244186112], [0, 0, 0]]"
"[[1, 1, 0], [0, 2, 2], [0, 0, 0]]","[[0, 0, 0.9999999999999998], [0, 0, 0], [0.38971599208463625, 0.17999972415080265, 0.14861578059572148]]"
"[[1, 1, 0], [0, 2, 2], [2, 0, 1]]","[[0, 0, 0.9999941539934507], [0.012083516280012807, 0, 0], [0, 0, 0]]"
"[[1, 1, 2], [1, 2, 2], [2, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 0], [0, 1, 0], [0, 0, 2]]","[[0, 0, 0.8999999999615521], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 1], [0, 1, 0], [0, 2, 2]]","[[0, 0, 0], [0.25188391108665303, 0, -0.2257119131687213], [0.9999999999999998, 0, 0]]"
"[[2, 2, 1], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0.8004016864825356, 0.17999999999999997], [0.0, 0.23139490495675746, 0.24042038315308653]]"
"[[2, 2, 1], [1, 0, 1], [0, 2, 0]]","[[0, 0, 0], [0, 0.9999999999999998, 0], [0.21222503601792347, 0, 0.488]]"
"[[2, 2, 1], [1, 1, 1], [0, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 1], [0, 0, 0], [0, 2, 0]]","[[0, 0, 0], [0.227224337194035, 0.8999999999999996, -0.21212165892340623], [-0.2182801804911291, 0, 0.5895726345098862]]"
"[[1, 2, 1], [0, 0, 0], [2, 2, 1]]","[[0, 0, 0], [-0.1953500076242684, 0.9999999999999998, 0.9999999984822899], [0, 0, 0]]"
"[[1, 2, 1], [0, 1, 0], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [2, 0, 2], [0, 0, 0]]","[[0, 0, 0.9999999999999998], [0, 0.179999999166297, 0], [0.1946718048076109, 0, 0.1351979447174892]]"
"[[1, 1, 0], [2, 1, 2], [2, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.999999999916563, 0.2]]"
"[[1, 1, 0], [2, 1, 2], [2, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 2, 1], [1, 1, 0], [2, 0, 2]]","[[-0.2, 0, 0], [0, 0, 0.9999999999999998], [0, 0.4390269306090435, 0]]"
"[[0, 2, 0], [0, 0, 0], [2, 0, 1]]","[[0.814243644462136, 0, 0], [0.0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [0, 0, 0], [2, 0, 1]]","[[0, 0, 0], [-0.08597920021146774, 0.9999999999999998, 0.36672242688000006], [0, 0.06697600000000004, 0]]"
"[[1, 2, 2], [0, 0, 1], [2, 2, 1]]","[[0, 0, 0], [-0.2, 0.9940970418964129, 0], [0, 0, 0]]"
"[[1, 2, 2], [2, 1, 0], [1, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.36000000000000004]]"
"[[1, 2, 2], [2, 1, 0], [1, 0, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [0, 0, 0], [2, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 2], [0, 0, 0], [0, 1, 2]]","[[-0.2, -0.14816000000000001, 0], [-0.2, -0.12972799999999998, 0.21073117853313006], [0, 0, 0]]"
"[[2, 0, 0], [0, 1, 1], [2, 0, 0]]","[[0, 0.0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 2], [0, 1, 1], [2, 0, 0]]","[[0, 0, 0], [0.9969776854509634, 0, 0], [0, 0, -0.2]]"
"[[0, 0, 0], [1, 0, 2], [2, 0, 1]]","[[0, 0.0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 0], [1, 2, 2], [2, 0, 1]]","[[0.0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 0], [1, 2, 2], [2, 2, 1]]","[[0, 0, 0.9999999999999998], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [1, 2, 2], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 1, 2], [0, 0, 2], [1, 0, 0]]","[[0, 0, 0], [-0.357696, -0.2448000000000887, 0], [0, -0.022232576000000004, 0.572817922977737]]"
"[[2, 1, 2], [2, 1, 2], [1, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.9999999999999998, 0.09999994978318612]]"
"[[2, 1, 2], [2, 1, 2], [1, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 2], [2, 0, 0], [0, 0, 1]]","[[0, 0.7264013717831778, 0], [0, 0, 0], [0.11971496974422541, 0, 0]]"
"[[1, 1, 2], [2, 0, 0], [0, 2, 1]]","[[0, 0, 0], [0, 0.9999999999999998, 0.01798859114459795], [0, 0, 0]]"
"[[1, 1, 2], [2, 1, 0], [0, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 1], [2, 1, 1], [2, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0.9999999999999998]]"
"[[1, 2, 1], [2, 1, 1], [2, 2, 1]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [0, 2, 1], [2, 0, 0]]","[[-0.19547918704640002, -0.2, 0.8423950920884666], [0.0, 0, 0], [0, 0, 0.0]]"
"[[1, 2, 0], [0, 2, 1], [2, 0, 0]]","[[0, 0, -0.39317856942629953], [-0.5904, 0, 0], [0, -0.6546860257966074, -0.5957248000049213]]"
"[[1, 2, 1], [0, 2, 1], [2, 2, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 1], [0, 0, 1], [2, 0, 2]]","[[0, -0.2, 0], [-0.2, -0.2, 0], [0, -0.2, 0]]"
"[[2, 1, 1], [2, 0, 1], [2, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 2], [1, 2, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, -0.5210069262336], [0.9999999999999998, 0.3599973833254268, 0.3987970559999998]]"
"[[1, 2, 2], [1, 2, 1], [0, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0.9999999999999998, -0.931280523264, 0]]"
"[[1, 2, 2], [1, 2, 1], [1, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 0, 1], [2, 0, 2], [1, 0, 2]]","[[0, 0.9999999999999998, 0], [0, 0, 0], [0, -0.36000000000000004, 0]]"
"[[1, 1, 1], [2, 0, 2], [1, 0, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 0, 0], [1, 0, 0], [1, 2, 2]]","[[0, 0, 0], [0, 0.0, 0], [0, 0, 0]]"
"[[2, 0, 0], [1, 1, 0], [1, 2, 2]]","[[0, 0, 0.2], [0, 0, 0], [0, 0, 0]]"
"[[2, 0, 1], [1, 1, 0], [1, 2, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[0, 1, 1], [0, 0, 0], [2, 0, 2]]","[[0.9999999999999998, 0, 0], [-0.16136958750583047, 0.18746996895378176, -0.0914316198488361], [0, 0.8999999996669731, 0]]"
"[[0, 1, 1], [0, 2, 0], [2, 1, 2]]","[[0.9999999999999998, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 1, 1], [0, 2, 0], [2, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]"
"[[1, 2, 0], [0, 0, 2], [0, 0, 0]]","[[0, 0, 0.7372751546446047], [0.7481247315738486, 0.7314463493198992, 0], [0.879609478221769, 0.42397869342737843, 0.5382920278063373]]"
"[[1, 2, 1], [0, 0, 2], [2, 0, 0]]","[[0, 0, 0], [0.05054539702704537, 0.6488827490507348, 0], [0, 0.08964018941708499, 0.22026368765790014]]"
"[[1, 2, 1], [1, 0, 2], [2, 0, 2]]","[[0, 0, 0], [0, -0.488, 0], [0, 0.09999999999999998, 0]]"
"[[1, 0, 1], [0, 2, 0], [2, 0, 0]]","[[0, 0.9999999999999998, 0], [0.5452476818012437, 0, 0.8999999999999996], [0, 0.8616037013987924, 0.8999999999999996]]"
"[[0, 2, 1], [0, 1, 0], [0, 2, 0]]","[[0.8999999999999996, 0, 0], [0.8703796897709547, 0, 0.8999999999999996], [0.9999999999999998, 0, 0.883660698187251]]"
"[[1, 0, 2], [0, 2, 1], [0, 0, 0]]","[[0, -0.05397996528031998, 0], [-0.2, 0, 0], [0.6757255850086991, 0.0, 0]]"
"[[1, 2, 2], [0, 2, 1], [0, 1, 0]]","[[0, 0, 0], [-0.36000000000000004, 0, 0], [0.8999827645462967, 0, -0.2]]"
"[[1, 2, 2], [1, 2, 1], [0, 1, 2]]","[[0, 0, 0], [0, 0, 0], [0.9998936617603371, 0, 0]]"
